review_id,order_id,customer_id,restaurant_id,food_rating,delivery_rating,overall_rating,review_text,review_date,helpful_votes
REV27636,ORD106026,C15682,R1805,4.1,4.5,4.4,"Authentic flavours, highly recommended.",2023-05-15,0
REV27637,ORD135992,C18626,R1071,3.7,3.4,3.7,"Packaging was good, taste was okay.",2022-11-09,9
REV27638,ORD149543,C17146,R2991,4.8,3.9,4.3,"Value for money, loved it.",2022-07-18,3
REV27639,ORD102481,C15367,R1503,3.7,3.8,4.3,One of the best in the area!,2022-05-30,0
REV27640,ORD116119,C12222,R3222,4.3,4.6,4.4,Excellent food quality and packaging.,2022-01-03,2
REV27641,ORD112842,C19887,R1006,4.6,3.2,4.4,Great taste and fast delivery.,2023-10-09,2
REV27642,ORD134449,C14766,R3879,4.7,3.6,4.3,"Really loved the food, will order again!",2023-04-08,2
REV27643,ORD130101,C17116,R1615,4.1,3.7,3.9,"Could be better, but not bad.",2022-12-07,0
REV27644,ORD121679,C14875,R1480,4.7,4.4,4.6,Excellent food quality and packaging.,2023-12-18,1
REV27645,ORD116482,C11114,R3570,4.0,4.2,3.9,"Decent food, nothing extraordinary.",2022-03-20,0
REV27646,ORD104269,C17942,R2545,5.0,3.5,4.3,Great taste and fast delivery.,2021-08-04,5
REV27647,ORD141993,C18499,R3774,4.2,2.8,3.9,Delivery was late but food was good.,2022-06-16,0
REV27648,ORD127038,C14329,R1847,4.2,4.0,4.4,"Authentic flavours, highly recommended.",2021-04-07,1
REV27649,ORD119795,C11841,R3969,4.6,4.0,4.5,"Value for money, loved it.",2021-06-08,1
REV27650,ORD106366,C11749,R3713,4.3,3.6,4.0,Quick delivery and tasty food.,2023-11-22,2
REV27651,ORD114808,C19611,R1274,3.5,4.9,4.0,One of the best in the area!,2022-12-22,0
REV27652,ORD134549,C14659,R2913,4.4,3.5,4.1,Quick delivery and tasty food.,2021-04-06,5
REV27653,ORD147370,C10343,R2272,4.1,2.6,3.7,"Could be better, but not bad.",2022-04-24,5
REV27654,ORD148749,C11728,R3039,4.4,3.2,3.8,"Okay experience, may try again.",2023-06-28,3
REV27655,ORD124536,C12227,R1692,4.0,3.2,3.6,"Decent food, nothing extraordinary.",2022-05-25,2
REV27656,ORD108030,C19925,R3935,4.4,4.2,4.5,Quick delivery and tasty food.,2022-06-01,4
REV27657,ORD140276,C17327,R2309,4.3,4.0,4.0,Hot food delivered on time. Thumbs up!,2021-06-14,7
REV27658,ORD100273,C19144,R2725,2.8,4.0,2.9,Packaging was broken and food spilled.,2023-11-19,0
REV27659,ORD112984,C11895,R2892,4.3,3.1,3.6,"Average food, expected more.",2022-12-13,0
REV27660,ORD119821,C11352,R1124,3.7,4.3,3.8,"Average food, expected more.",2021-02-11,0
REV27661,ORD131943,C15734,R3508,4.5,3.8,4.3,"Really loved the food, will order again!",2022-02-25,2
REV27662,ORD129185,C16731,R1612,4.3,3.6,4.2,One of the best in the area!,2021-06-07,0
REV27663,ORD146753,C15879,R1907,4.5,2.8,3.7,Delivery was late but food was good.,2021-09-23,0
REV27664,ORD146472,C16377,R3689,3.0,3.7,3.1,"Okay experience, may try again.",2022-07-23,1
REV27665,ORD100206,C13752,R1874,4.1,3.4,3.9,"Decent food, nothing extraordinary.",2022-11-04,2
REV27666,ORD132214,C13761,R1116,4.1,2.9,3.8,"Food was okay, nothing special.",2021-07-15,0
REV27667,ORD129219,C10188,R3296,4.2,3.0,3.7,"Packaging was good, taste was okay.",2023-03-21,2
REV27668,ORD125207,C18920,R1394,4.5,4.2,4.5,Excellent food quality and packaging.,2021-06-26,1
REV27669,ORD105727,C15834,R2277,4.9,3.4,4.3,One of the best in the area!,2023-06-06,4
REV27670,ORD113948,C19088,R1934,4.5,2.5,3.9,Delivery was late but food was good.,2022-05-27,0
REV27671,ORD142018,C19136,R1608,4.3,2.3,3.5,"Food was okay, nothing special.",2023-03-05,2
REV27672,ORD131506,C16783,R2599,3.6,4.3,4.5,Hot food delivered on time. Thumbs up!,2023-05-26,1
REV27673,ORD146998,C16514,R2815,3.8,3.4,4.0,Quick delivery and tasty food.,2021-09-06,1
REV27674,ORD132890,C19727,R2322,4.7,3.9,4.6,Hot food delivered on time. Thumbs up!,2023-05-12,1
REV27675,ORD107427,C15595,R1177,4.1,3.2,3.4,Food arrived cold but tasted fine.,2023-05-26,2
REV27676,ORD147780,C13464,R3459,3.8,4.5,3.9,Delivery was late but food was good.,2022-01-09,0
REV27677,ORD125333,C18510,R3460,4.1,3.8,4.0,"Authentic flavours, highly recommended.",2023-01-01,0
REV27678,ORD129110,C11848,R3718,4.4,2.1,3.6,"Food was okay, nothing special.",2023-04-20,4
REV27679,ORD111708,C14354,R2759,4.3,3.8,4.1,"Authentic flavours, highly recommended.",2021-05-24,0
REV27680,ORD132259,C12274,R2827,3.9,2.9,3.9,Food arrived cold but tasted fine.,2023-06-22,2
REV27681,ORD143263,C19739,R1577,4.2,3.9,4.1,Hot food delivered on time. Thumbs up!,2021-08-23,2
REV27682,ORD144616,C12303,R1647,4.0,4.4,4.0,Hot food delivered on time. Thumbs up!,2022-01-11,1
REV27683,ORD149153,C17779,R2675,4.5,3.9,4.1,Excellent food quality and packaging.,2022-10-08,0
REV27684,ORD119169,C19621,R2573,3.8,4.5,4.0,Excellent food quality and packaging.,2022-07-20,1
REV27685,ORD133672,C17396,R3306,3.3,3.3,3.3,"Decent food, nothing extraordinary.",2022-12-13,0
REV27686,ORD112457,C13097,R2728,3.5,3.6,3.0,"Decent food, nothing extraordinary.",2023-11-25,3
REV27687,ORD121630,C18762,R1769,3.9,4.2,4.1,"Value for money, loved it.",2021-05-22,0
REV27688,ORD128693,C17578,R3296,3.8,4.0,3.7,Food arrived cold but tasted fine.,2021-08-05,3
REV27689,ORD128030,C16107,R3738,3.9,4.7,3.9,Food arrived cold but tasted fine.,2023-11-08,0
REV27690,ORD105343,C16042,R1938,3.3,4.0,3.6,Delivery was late but food was good.,2022-02-22,6
REV27691,ORD124524,C10825,R3760,4.5,3.1,4.1,"Really loved the food, will order again!",2021-12-31,1
REV27692,ORD116664,C13889,R3911,2.7,3.0,2.8,Packaging was broken and food spilled.,2022-04-09,1
REV27693,ORD100919,C15656,R2746,4.4,3.5,4.1,Hot food delivered on time. Thumbs up!,2021-08-11,5
REV27694,ORD147212,C18771,R3190,4.4,4.3,4.1,Portions were generous and flavourful.,2021-05-09,0
REV27695,ORD143701,C10406,R2677,4.6,3.9,4.4,Excellent food quality and packaging.,2023-01-05,0
REV27696,ORD121382,C10497,R2255,4.0,3.7,4.2,"Value for money, loved it.",2021-07-09,8
REV27697,ORD105240,C17490,R3049,3.5,4.0,3.6,"Decent food, nothing extraordinary.",2022-07-08,12
REV27698,ORD145707,C18217,R1789,3.4,3.5,3.5,Delivery was late but food was good.,2022-11-04,4
REV27699,ORD124127,C14115,R2088,4.1,3.5,4.1,"Really loved the food, will order again!",2023-06-30,0
REV27700,ORD131604,C16425,R2164,4.6,4.3,4.5,One of the best in the area!,2023-01-10,11
REV27701,ORD115422,C14819,R3330,3.1,3.1,3.1,"Packaging was good, taste was okay.",2021-11-26,10
REV27702,ORD102407,C12001,R2938,4.5,4.1,4.4,"Authentic flavours, highly recommended.",2021-04-01,6
REV27703,ORD146888,C16297,R3601,3.4,4.3,3.9,"Could be better, but not bad.",2023-04-23,5
REV27704,ORD101158,C10613,R2587,4.6,3.9,4.2,"Very fresh ingredients, absolutely delicious.",2022-07-14,8
REV27705,ORD113952,C17668,R2736,4.0,4.5,4.5,"Very fresh ingredients, absolutely delicious.",2023-05-15,6
REV27706,ORD100277,C18264,R1736,4.9,4.0,4.4,Hot food delivered on time. Thumbs up!,2021-05-29,2
REV27707,ORD125046,C17143,R2257,4.7,3.6,4.0,"Value for money, loved it.",2023-10-25,1
REV27708,ORD142522,C13099,R1303,5.0,4.6,5.0,"Really loved the food, will order again!",2021-12-14,7
REV27709,ORD136504,C18958,R2897,4.5,3.5,4.1,Portions were generous and flavourful.,2021-04-29,1
REV27710,ORD102954,C12587,R2512,3.9,3.3,3.5,"Decent food, nothing extraordinary.",2022-03-22,1
REV27711,ORD124797,C18572,R2215,4.6,4.1,4.3,"Really loved the food, will order again!",2023-08-03,13
REV27712,ORD124588,C13148,R1953,4.0,4.3,4.2,Hot food delivered on time. Thumbs up!,2021-07-21,12
REV27713,ORD115054,C14106,R1224,4.5,3.3,3.8,"Food was okay, nothing special.",2021-08-15,2
REV27714,ORD148807,C17129,R2013,3.6,4.1,4.0,Excellent food quality and packaging.,2021-09-01,3
REV27715,ORD105442,C13152,R1979,4.4,3.8,4.0,"Really loved the food, will order again!",2022-02-16,5
REV27716,ORD145733,C12118,R3883,4.6,3.5,4.2,Quick delivery and tasty food.,2023-02-12,5
REV27717,ORD122768,C19504,R2575,4.1,3.6,4.0,"Value for money, loved it.",2021-11-07,2
REV27718,ORD135466,C11992,R1456,4.7,3.4,4.2,"Authentic flavours, highly recommended.",2023-11-05,0
REV27719,ORD101310,C17199,R2313,3.9,3.6,3.6,"Food was okay, nothing special.",2022-12-26,0
REV27720,ORD147786,C17244,R2609,4.2,3.2,3.5,"Decent food, nothing extraordinary.",2022-05-05,0
REV27721,ORD119591,C12333,R3711,4.4,4.1,4.5,Portions were generous and flavourful.,2022-09-08,6
REV27722,ORD122085,C14164,R3924,4.0,3.7,3.8,"Decent food, nothing extraordinary.",2021-10-13,0
REV27723,ORD137229,C10099,R2212,3.6,4.2,3.7,"Average food, expected more.",2023-06-09,2
REV27724,ORD106481,C12551,R1736,4.5,2.3,3.2,"Could be better, but not bad.",2021-01-28,0
REV27725,ORD126718,C10286,R3195,3.8,3.8,3.5,Food arrived cold but tasted fine.,2021-09-11,6
REV27726,ORD113475,C14215,R2687,4.6,3.9,4.3,Quick delivery and tasty food.,2022-04-06,2
REV27727,ORD118796,C19059,R3271,3.7,3.6,3.7,Delivery was late but food was good.,2021-08-10,1
REV27728,ORD147418,C18517,R3207,4.5,2.9,3.9,"Decent food, nothing extraordinary.",2022-09-10,2
REV27729,ORD111033,C10732,R2331,4.4,3.7,4.2,"Really loved the food, will order again!",2022-05-11,2
REV27730,ORD131067,C19901,R1726,4.8,4.3,4.7,"Very fresh ingredients, absolutely delicious.",2021-04-17,3
REV27731,ORD101012,C17557,R2575,4.0,2.4,3.4,"Packaging was good, taste was okay.",2023-02-27,1
REV27732,ORD119518,C18101,R3209,4.6,4.6,4.8,One of the best in the area!,2023-01-04,0
REV27733,ORD131926,C11769,R2790,4.6,3.9,4.4,Portions were generous and flavourful.,2023-01-28,1
REV27734,ORD147284,C18131,R3898,3.5,4.4,4.0,Portions were generous and flavourful.,2023-08-12,4
REV27735,ORD124062,C19425,R3362,3.2,3.4,3.1,Food arrived cold but tasted fine.,2021-06-08,4
REV27736,ORD112476,C13947,R2977,4.6,4.2,4.1,Portions were generous and flavourful.,2023-03-26,12
REV27737,ORD124614,C10337,R3281,4.8,4.2,4.5,Great taste and fast delivery.,2021-12-13,6
REV27738,ORD124247,C13464,R2287,3.8,3.9,3.5,"Packaging was good, taste was okay.",2023-02-08,12
REV27739,ORD145022,C10242,R2293,3.8,4.3,3.9,"Packaging was good, taste was okay.",2021-08-25,3
REV27740,ORD122987,C18989,R2500,4.7,2.8,3.6,Food arrived cold but tasted fine.,2021-12-05,0
REV27741,ORD121275,C11122,R1226,3.8,3.9,4.0,"Authentic flavours, highly recommended.",2023-08-13,3
REV27742,ORD127494,C14730,R2946,2.6,4.6,3.5,"Could be better, but not bad.",2023-09-29,3
REV27743,ORD148080,C12592,R3792,4.0,3.7,3.8,Food arrived cold but tasted fine.,2021-09-16,1
REV27744,ORD112961,C19744,R3719,5.0,4.5,4.8,"Authentic flavours, highly recommended.",2022-03-24,0
REV27745,ORD138939,C15992,R2915,4.2,4.4,4.3,Hot food delivered on time. Thumbs up!,2022-01-17,0
REV27746,ORD136698,C10612,R3961,3.9,3.5,3.8,"Okay experience, may try again.",2023-11-10,1
REV27747,ORD134440,C13771,R1036,4.3,4.0,4.2,Great taste and fast delivery.,2023-01-08,0
REV27748,ORD141297,C12327,R2114,4.0,4.8,4.6,"Authentic flavours, highly recommended.",2023-01-05,4
REV27749,ORD135841,C13244,R3031,4.5,4.3,4.2,"Very fresh ingredients, absolutely delicious.",2023-01-06,2
REV27750,ORD122177,C15854,R3454,4.3,4.4,4.2,"Really loved the food, will order again!",2022-02-09,3
REV27751,ORD143120,C10110,R3443,5.0,4.8,5.0,Portions were generous and flavourful.,2022-10-10,3
REV27752,ORD147476,C11405,R1808,3.6,3.3,3.3,"Food was okay, nothing special.",2022-10-13,0
REV27753,ORD123850,C10363,R3626,4.4,4.0,4.1,"Value for money, loved it.",2021-10-08,1
REV27754,ORD104547,C11851,R2364,3.1,4.0,3.4,Food arrived cold but tasted fine.,2021-08-23,5
REV27755,ORD149877,C15430,R1970,4.2,4.2,3.8,Delivery was late but food was good.,2021-04-28,3
REV27756,ORD149694,C18043,R3337,3.9,3.7,3.7,"Packaging was good, taste was okay.",2023-03-24,0
REV27757,ORD101695,C12180,R1736,3.2,4.4,3.8,"Packaging was good, taste was okay.",2022-08-14,0
REV27758,ORD105749,C10198,R3679,3.2,4.1,3.6,"Decent food, nothing extraordinary.",2022-12-30,13
REV27759,ORD130428,C19916,R2809,4.7,3.0,3.9,"Decent food, nothing extraordinary.",2021-12-26,1
REV27760,ORD143496,C15485,R2106,4.7,3.9,4.4,"Value for money, loved it.",2023-08-10,14
REV27761,ORD136751,C15830,R1535,4.0,4.5,4.4,"Really loved the food, will order again!",2023-11-25,2
REV27762,ORD112885,C10567,R1326,4.0,4.5,4.0,One of the best in the area!,2023-06-03,6
REV27763,ORD139837,C17173,R1845,4.8,3.8,3.9,"Decent food, nothing extraordinary.",2022-04-06,1
REV27764,ORD145007,C19853,R3396,4.7,4.0,4.9,Quick delivery and tasty food.,2023-10-08,3
REV27765,ORD129587,C18876,R1757,3.9,4.3,4.0,"Value for money, loved it.",2021-02-02,7
REV27766,ORD108053,C13848,R3540,4.4,4.7,4.3,Excellent food quality and packaging.,2021-01-21,3
REV27767,ORD143395,C16427,R2351,4.0,3.6,3.7,"Decent food, nothing extraordinary.",2023-12-05,15
REV27768,ORD125455,C14086,R2803,2.6,3.7,2.8,"Not fresh, smelled odd.",2021-06-01,0
REV27769,ORD109077,C14978,R3494,4.7,4.4,4.8,Portions were generous and flavourful.,2021-04-04,1
REV27770,ORD119208,C18579,R2010,4.5,3.6,4.2,"Value for money, loved it.",2021-06-11,0
REV27771,ORD111376,C16571,R1736,4.1,4.1,4.2,Great taste and fast delivery.,2021-01-20,0
REV27772,ORD122316,C16945,R1714,3.9,3.8,3.9,"Could be better, but not bad.",2022-08-08,5
REV27773,ORD141586,C13699,R3573,4.3,3.4,4.3,"Very fresh ingredients, absolutely delicious.",2021-11-24,0
REV27774,ORD100761,C15705,R1620,4.9,3.5,4.3,"Authentic flavours, highly recommended.",2023-02-03,0
REV27775,ORD122280,C19228,R1339,4.7,4.8,4.8,One of the best in the area!,2022-05-04,0
REV27776,ORD132048,C14233,R2422,3.8,3.4,3.4,"Okay experience, may try again.",2022-09-30,5
REV27777,ORD107920,C13327,R2953,4.5,2.9,3.5,"Okay experience, may try again.",2021-10-17,1
REV27778,ORD134195,C14817,R3824,4.8,3.3,4.0,"Very fresh ingredients, absolutely delicious.",2022-01-19,4
REV27779,ORD131932,C13841,R3131,4.4,4.7,4.6,"Really loved the food, will order again!",2023-05-06,5
REV27780,ORD126508,C17282,R2746,3.2,4.0,3.5,"Packaging was good, taste was okay.",2023-01-23,5
REV27781,ORD122155,C15955,R3977,4.5,3.9,4.3,Great taste and fast delivery.,2022-05-17,0
REV27782,ORD125690,C15384,R2952,3.6,4.3,3.6,"Packaging was good, taste was okay.",2023-05-23,1
REV27783,ORD128923,C16496,R3227,4.8,4.4,4.5,"Value for money, loved it.",2022-06-16,14
REV27784,ORD145739,C10442,R1266,3.8,3.7,3.9,Delivery was late but food was good.,2021-01-18,8
REV27785,ORD148115,C19627,R3600,4.5,3.7,4.6,"Value for money, loved it.",2022-11-08,1
REV27786,ORD121793,C15706,R3469,3.8,3.3,3.7,"Decent food, nothing extraordinary.",2022-06-28,0
REV27787,ORD140808,C18404,R2054,3.9,3.6,3.9,Food arrived cold but tasted fine.,2023-01-08,0
REV27788,ORD144064,C12432,R1414,4.3,4.1,4.1,"Really loved the food, will order again!",2023-07-22,7
REV27789,ORD139909,C11567,R2789,4.7,3.9,4.6,Portions were generous and flavourful.,2023-09-13,1
REV27790,ORD112427,C17405,R2540,4.0,4.3,3.9,"Decent food, nothing extraordinary.",2023-05-22,0
REV27791,ORD133041,C19457,R1507,4.4,3.9,4.0,One of the best in the area!,2021-07-29,2
REV27792,ORD114498,C16770,R3322,4.0,4.2,4.1,Hot food delivered on time. Thumbs up!,2023-03-18,2
REV27793,ORD124586,C18815,R3947,3.6,4.1,3.6,Food arrived cold but tasted fine.,2022-09-12,1
REV27794,ORD136789,C15919,R3808,4.0,3.7,4.5,Excellent food quality and packaging.,2021-08-21,5
REV27795,ORD127836,C14365,R1124,3.1,3.1,3.1,"Could be better, but not bad.",2021-01-17,1
REV27796,ORD108447,C18234,R3546,2.9,3.8,3.4,"Could be better, but not bad.",2021-08-04,1
REV27797,ORD141308,C14587,R1555,4.6,4.0,4.2,"Very fresh ingredients, absolutely delicious.",2023-01-03,3
REV27798,ORD133608,C13035,R1886,4.6,2.5,3.7,"Decent food, nothing extraordinary.",2023-11-13,4
REV27799,ORD108285,C10102,R1665,3.0,4.5,3.9,"Decent food, nothing extraordinary.",2021-10-24,20
REV27800,ORD149390,C10173,R3445,4.2,3.5,3.7,"Could be better, but not bad.",2023-07-03,2
REV27801,ORD149239,C19191,R2906,4.6,4.0,4.3,Quick delivery and tasty food.,2023-11-24,1
REV27802,ORD146692,C10589,R2822,3.9,4.8,4.5,Quick delivery and tasty food.,2022-10-29,4
REV27803,ORD135485,C15501,R3245,4.4,4.0,3.8,Food arrived cold but tasted fine.,2023-03-08,3
REV27804,ORD101000,C17207,R2249,3.9,4.0,3.8,"Packaging was good, taste was okay.",2023-08-01,1
REV27805,ORD144463,C15418,R1753,4.7,3.8,4.0,"Really loved the food, will order again!",2021-12-06,2
REV27806,ORD126789,C11449,R3724,3.2,4.1,3.7,"Decent food, nothing extraordinary.",2021-10-24,4
REV27807,ORD142087,C10321,R2454,4.4,4.4,4.3,"Authentic flavours, highly recommended.",2023-06-06,1
REV27808,ORD145172,C17746,R2533,4.1,3.9,4.0,"Very fresh ingredients, absolutely delicious.",2022-03-11,4
REV27809,ORD105551,C18677,R2713,2.8,3.4,3.1,"Average food, expected more.",2022-02-01,0
REV27810,ORD108724,C15835,R3723,4.0,4.0,3.9,"Okay experience, may try again.",2023-12-03,1
REV27811,ORD120185,C16354,R3244,4.5,3.8,4.0,Portions were generous and flavourful.,2021-08-05,1
REV27812,ORD106826,C19290,R2314,3.5,4.4,3.8,Delivery was late but food was good.,2023-01-20,0
REV27813,ORD108448,C19952,R3778,3.3,4.6,4.0,Portions were generous and flavourful.,2022-10-21,0
REV27814,ORD114551,C16416,R3467,2.6,4.4,3.4,"Decent food, nothing extraordinary.",2023-01-11,0
REV27815,ORD122935,C10725,R1814,2.8,3.6,2.6,Wrong order was delivered.,2023-06-01,0
REV27816,ORD132692,C19958,R3381,3.6,3.3,3.4,"Okay experience, may try again.",2023-01-30,3
REV27817,ORD144729,C16660,R3096,3.7,4.5,4.1,"Value for money, loved it.",2021-12-02,4
REV27818,ORD107756,C19361,R1148,3.6,2.7,3.6,Food arrived cold but tasted fine.,2023-11-12,2
REV27819,ORD128698,C12651,R3871,3.3,3.6,3.4,Food arrived cold but tasted fine.,2023-10-06,5
REV27820,ORD131179,C19412,R1480,4.2,4.2,4.4,"Really loved the food, will order again!",2021-03-29,8
REV27821,ORD146803,C12144,R3876,4.1,4.2,4.2,"Really loved the food, will order again!",2023-08-27,0
REV27822,ORD117453,C16095,R2522,3.5,3.9,3.7,"Okay experience, may try again.",2021-03-01,4
REV27823,ORD147290,C12074,R1947,4.2,4.2,4.3,Quick delivery and tasty food.,2022-07-05,3
REV27824,ORD140333,C15597,R1238,4.4,3.7,4.0,Portions were generous and flavourful.,2021-05-28,12
REV27825,ORD128589,C19461,R2668,4.3,3.4,3.8,"Okay experience, may try again.",2022-10-20,6
REV27826,ORD144221,C16825,R1634,4.4,4.3,4.3,Quick delivery and tasty food.,2023-08-26,4
REV27827,ORD142043,C15978,R2603,4.9,4.6,5.0,Excellent food quality and packaging.,2022-08-08,0
REV27828,ORD148806,C19180,R2268,4.1,4.0,4.0,Portions were generous and flavourful.,2022-06-29,10
REV27829,ORD136996,C13178,R2222,3.8,3.9,3.6,Delivery was late but food was good.,2021-06-15,10
REV27830,ORD149899,C18521,R2424,4.5,4.3,4.4,Portions were generous and flavourful.,2022-11-12,2
REV27831,ORD129921,C16273,R1488,4.5,4.7,4.5,"Really loved the food, will order again!",2021-01-01,1
REV27832,ORD144618,C10378,R2246,4.7,3.1,3.8,"Average food, expected more.",2023-09-17,0
REV27833,ORD115088,C13061,R2002,3.6,4.8,4.0,Quick delivery and tasty food.,2023-08-15,1
REV27834,ORD148191,C19197,R3935,3.5,3.5,3.5,"Okay experience, may try again.",2022-07-21,4
REV27835,ORD116259,C18325,R1639,4.3,4.4,4.8,Quick delivery and tasty food.,2021-03-16,3
REV27836,ORD149776,C16683,R2712,4.3,3.4,3.9,"Average food, expected more.",2023-05-20,1
REV27837,ORD109970,C17696,R1809,3.4,3.7,3.9,"Packaging was good, taste was okay.",2023-03-23,0
REV27838,ORD124377,C16987,R1891,3.9,4.1,4.0,"Really loved the food, will order again!",2022-03-08,6
REV27839,ORD130407,C19507,R1556,4.6,3.7,4.4,Hot food delivered on time. Thumbs up!,2022-04-08,4
REV27840,ORD143211,C15997,R2922,4.1,3.0,3.7,Delivery was late but food was good.,2021-02-27,1
REV27841,ORD107505,C11090,R1005,3.6,4.6,3.8,"Okay experience, may try again.",2023-07-21,2
REV27842,ORD108158,C16952,R2246,4.6,4.3,4.5,Portions were generous and flavourful.,2021-03-21,0
REV27843,ORD102470,C15213,R3168,4.8,2.7,3.9,"Okay experience, may try again.",2022-10-31,5
REV27844,ORD131648,C11146,R2185,3.8,4.0,3.9,"Packaging was good, taste was okay.",2022-10-31,4
REV27845,ORD145849,C12253,R1500,3.0,4.3,3.8,"Packaging was good, taste was okay.",2023-10-16,1
REV27846,ORD116279,C19354,R3180,4.5,2.2,3.7,Delivery was late but food was good.,2021-01-03,0
REV27847,ORD124683,C17708,R2207,4.8,4.1,4.5,Quick delivery and tasty food.,2023-04-19,6
REV27848,ORD112082,C14766,R3173,4.0,3.9,3.8,Delivery was late but food was good.,2022-02-17,5
REV27849,ORD142938,C18707,R2953,4.8,3.9,4.7,One of the best in the area!,2022-06-26,2
REV27850,ORD126581,C13367,R2318,2.5,4.6,3.5,"Food was okay, nothing special.",2022-02-16,14
REV27851,ORD102710,C14625,R3528,4.5,4.0,4.0,"Authentic flavours, highly recommended.",2021-12-17,1
REV27852,ORD126482,C19545,R2507,4.0,3.9,4.1,"Really loved the food, will order again!",2021-02-01,3
REV27853,ORD130344,C10954,R1717,4.3,4.2,4.3,"Really loved the food, will order again!",2021-06-14,2
REV27854,ORD104382,C10241,R2045,3.2,3.9,3.5,"Decent food, nothing extraordinary.",2021-04-09,6
REV27855,ORD134756,C13310,R2988,4.3,4.5,4.6,Excellent food quality and packaging.,2021-01-17,3
REV27856,ORD136888,C16572,R3151,3.5,3.3,3.9,"Could be better, but not bad.",2023-08-20,0
REV27857,ORD104062,C11258,R1628,4.4,2.7,3.9,Food arrived cold but tasted fine.,2023-11-05,7
REV27858,ORD128859,C14086,R3903,4.5,3.9,4.3,One of the best in the area!,2023-07-19,2
REV27859,ORD134044,C12539,R1868,3.4,3.1,3.0,"Could be better, but not bad.",2022-07-18,2
REV27860,ORD108893,C12520,R2049,4.9,2.5,4.2,"Very fresh ingredients, absolutely delicious.",2023-05-04,3
REV27861,ORD133602,C17544,R1158,3.8,4.4,4.1,"Very fresh ingredients, absolutely delicious.",2022-04-26,1
REV27862,ORD136081,C11716,R1185,4.8,2.4,3.5,"Okay experience, may try again.",2021-11-24,4
REV27863,ORD128645,C15928,R2971,4.0,3.1,3.5,Food arrived cold but tasted fine.,2021-02-08,12
REV27864,ORD104934,C10726,R3500,3.7,2.9,3.2,Food arrived cold but tasted fine.,2022-02-25,3
REV27865,ORD111400,C16222,R1207,4.8,4.3,4.5,"Very fresh ingredients, absolutely delicious.",2021-11-13,5
REV27866,ORD120527,C16123,R2238,3.7,4.3,3.8,Delivery was late but food was good.,2022-02-13,1
REV27867,ORD130042,C11770,R1474,4.2,4.7,4.2,Excellent food quality and packaging.,2022-03-02,3
REV27868,ORD106142,C18445,R1592,4.0,4.1,4.0,Great taste and fast delivery.,2021-07-25,0
REV27869,ORD144313,C16575,R2387,3.7,4.0,3.8,"Packaging was good, taste was okay.",2023-08-21,1
REV27870,ORD142307,C11129,R3055,3.6,3.6,3.8,"Average food, expected more.",2021-08-29,7
REV27871,ORD123982,C17903,R1236,4.2,4.6,4.5,"Really loved the food, will order again!",2021-02-27,0
REV27872,ORD118470,C10358,R1171,3.7,2.6,3.3,"Could be better, but not bad.",2022-10-03,4
REV27873,ORD138331,C10182,R2483,4.6,4.2,4.3,Portions were generous and flavourful.,2023-01-03,0
REV27874,ORD130884,C15667,R2918,3.9,4.5,4.2,"Value for money, loved it.",2022-10-11,0
REV27875,ORD130742,C12764,R1236,4.6,2.6,3.8,Food arrived cold but tasted fine.,2023-09-28,6
REV27876,ORD102491,C16860,R3363,3.4,3.8,3.0,"Packaging was good, taste was okay.",2022-10-22,0
REV27877,ORD147117,C12231,R1420,4.7,2.8,4.0,Portions were generous and flavourful.,2021-05-23,1
REV27878,ORD143459,C11036,R3491,4.0,3.8,3.8,"Packaging was good, taste was okay.",2021-08-03,1
REV27879,ORD117590,C13656,R3074,4.6,3.8,4.1,One of the best in the area!,2023-01-15,5
REV27880,ORD121078,C10048,R2745,4.3,4.3,4.6,Portions were generous and flavourful.,2022-10-03,3
REV27881,ORD135847,C13510,R3836,4.4,4.5,4.5,"Very fresh ingredients, absolutely delicious.",2022-03-21,4
REV27882,ORD110818,C18656,R2369,4.8,4.3,4.8,Excellent food quality and packaging.,2023-01-14,2
REV27883,ORD101174,C15093,R1143,3.8,3.4,3.7,"Packaging was good, taste was okay.",2021-11-08,6
REV27884,ORD141220,C17567,R3861,3.8,3.2,3.5,"Okay experience, may try again.",2021-08-02,4
REV27885,ORD141691,C18221,R1132,4.0,4.0,3.6,"Packaging was good, taste was okay.",2023-10-12,5
REV27886,ORD128585,C19026,R2606,4.7,2.9,4.0,"Really loved the food, will order again!",2022-04-25,2
REV27887,ORD110730,C18944,R3426,4.3,3.9,4.7,"Authentic flavours, highly recommended.",2022-06-05,0
REV27888,ORD142889,C13495,R3404,2.7,3.0,3.1,"Okay experience, may try again.",2022-04-03,1
REV27889,ORD144411,C19780,R3977,4.0,3.4,3.8,"Average food, expected more.",2021-01-04,4
REV27890,ORD111242,C13412,R1875,3.4,3.9,3.4,"Decent food, nothing extraordinary.",2021-12-13,8
REV27891,ORD109537,C11293,R3042,4.0,3.4,4.1,"Value for money, loved it.",2023-11-20,5
REV27892,ORD110070,C12470,R3402,4.0,3.7,4.0,"Value for money, loved it.",2022-07-28,2
REV27893,ORD104895,C17846,R3319,4.2,4.7,4.8,Portions were generous and flavourful.,2023-10-23,0
REV27894,ORD109147,C11929,R3058,4.8,4.8,4.2,"Value for money, loved it.",2022-01-09,2
REV27895,ORD105231,C13954,R1275,4.2,4.6,4.1,"Value for money, loved it.",2022-07-11,1
